,Country,OperatingSystem
89812,India,Windows
89814,Poland,Linux-based
89815,Poland,Linux-based
89816,Benin,Linux-based
89817,Nigeria,Windows
89818,United States of America,MacOS
89819,Germany,Linux-based
89820,Lithuania,MacOS
89821,United States of America,Windows
89822,Singapore,Windows
89823,Poland,Linux-based
89826,Russia,Linux-based
89827,Pakistan,Windows
89828,India,Windows
89829,Austria,Linux-based
89830,Germany,Windows
89831,Turkey,Linux-based
89832,Argentina,Windows
89833,Greece,Windows
89835,India,Windows
89836,Uruguay,Windows
89837,India,Windows
89838,Serbia,Windows
89839,France,MacOS
89840,United States of America,Linux-based
89841,France,Linux-based
89842,India,Linux-based
89843,United States of America,MacOS
89845,India,Windows
89846,Belgium,Linux-based
89847,Turkey,Windows
89848,Russia,Windows
89852,Italy,Windows
89853,Russia,Linux-based
89854,India,Windows
89855,India,Linux-based
89856,Ukraine,Linux-based
89857,Romania,Windows
89858,United States of America,Windows
89859,India,Linux-based
89860,United States of America,Windows
89861,Afghanistan,MacOS
89863,Iraq,Windows
89864,United States of America,Windows
89865,United States of America,Windows
89866,India,Windows
89867,India,Windows
89868,Canada,Windows
89870,India,Windows
89871,United Kingdom,Windows
89872,Slovakia,Windows
89873,Ethiopia,Windows
89874,Italy,Windows
89875,United States of America,MacOS
89876,India,Linux-based
89878,Germany,Windows
89881,India,Windows
89882,Jamaica,Windows
89883,Colombia,Linux-based
89884,United Kingdom,Windows
89887,Singapore,Windows
89888,India,Linux-based
89889,Ukraine,Linux-based
89890,Romania,MacOS
89891,Spain,Linux-based
89892,Australia,Linux-based
89893,United Kingdom,Linux-based
89894,United States of America,Windows
89895,Oman,Windows
89896,Canada,Linux-based
89898,Netherlands,Linux-based
89899,United States of America,Windows
89900,India,Linux-based
89901,Turkey,Linux-based
89903,Canada,Linux-based
89904,Canada,Windows
89905,United States of America,Windows
89906,Serbia,Windows
89908,New Zealand,MacOS
89909,United States of America,Linux-based
89910,United States of America,Linux-based
89911,United States of America,Windows
89912,Germany,Linux-based
89913,Mexico,Linux-based
89914,United States of America,Windows
89915,Italy,MacOS
89916,India,Windows
89917,France,Linux-based
89918,Argentina,Linux-based
89919,Peru,Windows
89921,India,Windows
89922,New Zealand,Linux-based
89923,Spain,Windows
89924,Denmark,Windows
89925,Germany,Linux-based
89926,India,MacOS
89927,India,Windows
89928,Germany,Windows
89929,Belgium,Windows
89930,South Africa,Windows
89931,United States of America,MacOS
89932,United Kingdom,Windows
89934,Bulgaria,Windows
89936,India,Windows
89938,India,Windows
89939,France,Windows
89940,Pakistan,Windows
89941,Czechia,Linux-based
89942,South Korea,Windows
89944,India,Windows
89945,Czechia,Windows
89946,Pakistan,Windows
89947,South Africa,Windows
89948,United States of America,Linux-based
89949,India,Windows
89950,Sweden,Linux-based
89951,Pakistan,Linux-based
89952,United States of America,Windows
89953,France,Windows
89954,Germany,Linux-based
89955,India,Windows
89956,United Kingdom,Windows
89957,Bosnia and Herz.,Windows
89958,India,Windows
89959,United States of America,Linux-based
89960,South Korea,Linux-based
89961,India,Linux-based
89962,United States of America,Linux-based
89964,Argentina,Linux-based
89965,India,Windows
89967,Germany,Linux-based
89972,China,MacOS
89973,United Kingdom,Linux-based
89975,United States of America,Linux-based
89976,United States of America,Windows
89977,United States of America,MacOS
89978,India,Windows
89979,United States of America,Windows
89980,Germany,Windows
89981,Chile,Linux-based
89982,Belgium,Windows
89984,Netherlands,Windows
89985,India,Windows
89988,Serbia,Windows
89989,United Kingdom,Linux-based
89990,Russia,Windows
89991,United States of America,Windows
89993,Indonesia,Windows
89994,Italy,Linux-based
89995,Russia,MacOS
89996,Spain,Windows
89997,Spain,Linux-based
89998,Netherlands,MacOS
89999,Italy,Linux-based
90000,United States of America,Linux-based
90001,France,Linux-based
90002,United States of America,Windows
90003,Germany,Linux-based
90004,Cameroon,Windows
90005,Germany,Windows
90006,Israel,Windows
90007,United States of America,Windows
90008,Germany,Windows
90010,Portugal,Windows
90011,Germany,Windows
90012,United States of America,MacOS
90013,France,Linux-based
90014,United Kingdom,MacOS
90015,United States of America,Linux-based
90016,Pakistan,Windows
90017,Spain,Linux-based
90018,India,Linux-based
90019,United States of America,MacOS
90020,United States of America,MacOS
90021,United Kingdom,BSD/Unix
90022,Iran,Windows
90023,Japan,Linux-based
90024,Germany,Windows
90025,Germany,Linux-based
90026,India,Linux-based
90027,United States of America,MacOS
90029,Germany,Linux-based
90030,Iran,Windows
90031,India,Windows
90032,United Kingdom,Windows
90033,Norway,MacOS
90034,Portugal,Windows
90035,Russia,Windows
90036,Canada,MacOS
90037,United States of America,Linux-based
90038,United States of America,Windows
90039,India,Windows
90040,Iran,Windows
90041,United States of America,MacOS
90042,Singapore,Windows
90043,Brazil,Windows
90044,Brazil,Windows
90045,Brazil,Windows
90046,United States of America,Windows
90047,India,Linux-based
90048,United States of America,MacOS
90049,India,Linux-based
90050,China,Linux-based
90051,Finland,Linux-based
90052,Australia,MacOS
90053,United States of America,MacOS
90054,Australia,Windows
90055,United Kingdom,MacOS
90056,Germany,Windows
90057,United States of America,MacOS
90058,Finland,Windows
90059,United States of America,MacOS
90061,United States of America,Windows
90063,United Kingdom,Linux-based
90064,Switzerland,Windows
90065,Australia,Windows
90066,Canada,Linux-based
90067,United Kingdom,MacOS
90068,Latvia,Windows
90069,Germany,Linux-based
90070,United Kingdom,Linux-based
90071,Mexico,MacOS
90072,United States of America,MacOS
90073,Germany,MacOS
90074,China,Windows
90075,Thailand,MacOS
90076,India,Linux-based
90077,United States of America,Windows
90078,United Kingdom,MacOS
90079,India,Linux-based
90080,Slovenia,Linux-based
90081,United States of America,MacOS
90082,Germany,Windows
90083,United Kingdom,Linux-based
90084,United States of America,Windows
90085,United Kingdom,MacOS
90086,United Kingdom,MacOS
90087,Taiwan,MacOS
90088,Poland,MacOS
90090,Netherlands,Windows
90091,Germany,Linux-based
90092,Australia,Windows
90093,Poland,Linux-based
90094,United Kingdom,Linux-based
90095,Germany,Linux-based
90096,China,Linux-based
90097,Canada,Windows
90099,Germany,Windows
90100,Spain,Linux-based
90101,Hungary,Linux-based
90102,India,MacOS
90103,United States of America,Windows
90104,United Kingdom,Windows
90105,Switzerland,MacOS
90106,Italy,Windows
90107,Germany,Windows
90108,Italy,Windows
90109,United States of America,MacOS
90110,Australia,Windows
90111,Mexico,Linux-based
90112,Armenia,Windows
90113,India,Windows
90114,Luxembourg,Linux-based
90115,United States of America,Windows
90116,Netherlands,Windows
90117,United States of America,Windows
90118,Greece,Linux-based
90119,United States of America,Windows
90120,United States of America,Linux-based
90122,Nigeria,Windows
90123,United States of America,Windows
90124,United Kingdom,Linux-based
90125,India,Linux-based
90126,United States of America,MacOS
90127,United States of America,Linux-based
90128,Canada,Windows
90129,France,Windows
90130,Canada,Windows
90131,United States of America,Linux-based
90132,Austria,Linux-based
90133,Philippines,Windows
90134,Russia,Windows
90135,United States of America,Linux-based
90136,Greece,Windows
90137,Germany,Windows
90138,India,Windows
90139,Colombia,Windows
90140,Croatia,Linux-based
90141,Poland,Windows
90142,Egypt,Windows
90143,Poland,MacOS
90144,United States of America,Windows
90145,India,Windows
90146,India,Windows
90147,United States of America,Windows
90148,United States of America,Windows
90149,India,Windows
90151,Ireland,Windows
90152,Belgium,Windows
90153,United States of America,MacOS
90154,United States of America,MacOS
90155,Algeria,Windows
90156,Netherlands,Linux-based
90157,India,Windows
90158,India,Linux-based
90159,United Kingdom,Windows
90160,United States of America,Windows
90161,United States of America,MacOS
90162,India,MacOS
90163,United States of America,Windows
90164,United States of America,MacOS
90165,Belgium,Windows
90166,Portugal,Linux-based
90167,Ukraine,Windows
90168,United States of America,Windows
90169,Ireland,Linux-based
90170,India,Windows
90171,United States of America,Windows
90172,Norway,Windows
90173,South Africa,Linux-based
90174,Singapore,Windows
90175,United States of America,Windows
90176,United Kingdom,Windows
90177,United Kingdom,Windows
90178,United Kingdom,Windows
90179,United States of America,Windows
90181,Italy,Windows
90182,United States of America,MacOS
90184,Canada,MacOS
90185,United States of America,Windows
90186,New Zealand,Windows
90187,United States of America,Windows
90188,United States of America,Windows
90189,Belgium,MacOS
90190,Australia,MacOS
90191,United States of America,Windows
90192,Brazil,Windows
90193,United States of America,Windows
90194,Trinidad and Tobago,Linux-based
90196,Canada,Linux-based
90197,Russia,Linux-based
90198,Other Country (Not Listed Above),Windows
90199,Italy,Windows
90200,United States of America,Windows
90201,Mexico,Windows
90202,United States of America,MacOS
90203,United States of America,MacOS
90204,United States of America,Linux-based
90206,Mexico,MacOS
90207,United States of America,MacOS
90208,Canada,Linux-based
90209,Russia,MacOS
90210,United States of America,Windows
90211,Czechia,Windows
90212,United Kingdom,Windows
90213,Germany,Windows
90214,Italy,Windows
90216,Germany,Windows
90217,United Kingdom,MacOS
90218,Argentina,Windows
90220,United States of America,Windows
90221,India,MacOS
90222,Spain,Linux-based
90224,United States of America,MacOS
90225,India,Windows
90226,Germany,Windows
90227,Germany,Linux-based
90228,United Kingdom,Linux-based
90229,Nigeria,Windows
90230,Germany,MacOS
90232,India,Windows
90233,Hong Kong,Linux-based
90234,Serbia,Windows
90235,Japan,Linux-based
90236,Thailand,Linux-based
90237,Australia,Linux-based
90238,United Kingdom,Windows
90240,United States of America,Linux-based
90241,United States of America,MacOS
90242,United Kingdom,Windows
90243,Bangladesh,Windows
90244,United States of America,Windows
90245,United States of America,Windows
90246,Pakistan,Windows
90247,Argentina,Windows
90249,India,Linux-based
90250,Sweden,Linux-based
90251,United Kingdom,Windows
90252,United States of America,Windows
90253,United States of America,MacOS
90255,Canada,Linux-based
90256,Cyprus,Windows
90258,Belgium,Linux-based
90259,Netherlands,Windows
90260,Switzerland,Windows
90261,United States of America,Linux-based
90262,New Zealand,Windows
90263,United States of America,Linux-based
90264,Canada,Linux-based
90265,United Kingdom,Windows
90266,Denmark,Windows
90268,Australia,Windows
90269,France,MacOS
90270,United States of America,MacOS
90271,Pakistan,Windows
90272,Germany,Windows
90274,Oman,Windows
90275,Austria,Windows
90276,Israel,Linux-based
90277,Australia,MacOS
90278,Germany,Linux-based
90279,Germany,Windows
90280,Netherlands,Windows
90281,United Kingdom,Linux-based
90282,Germany,Linux-based
90283,Ukraine,Linux-based
90284,New Zealand,Linux-based
90285,United States of America,Linux-based
90286,Australia,MacOS
90287,Netherlands,Linux-based
90288,India,Linux-based
90289,Norway,Windows
90291,United Kingdom,Windows
90292,United Kingdom,MacOS
90293,Argentina,Linux-based
90294,India,Windows
90295,Russia,Linux-based
90297,Zimbabwe,Linux-based
90298,Iran,Windows
90299,Switzerland,MacOS
90300,Sweden,Windows
90301,Germany,Linux-based
90302,Canada,Windows
90303,United States of America,Linux-based
90304,Norway,Windows
90305,United Kingdom,Linux-based
90306,Canada,Linux-based
90307,Finland,MacOS
90308,United Kingdom,Linux-based
90309,United States of America,Windows
90310,United States of America,Linux-based
90311,Colombia,MacOS
90312,United States of America,Linux-based
90314,United States of America,Linux-based
90315,United Kingdom,Windows
90316,Canada,Linux-based
90317,United States of America,Windows
90318,United Kingdom,Windows
90319,Ireland,Windows
90320,India,Linux-based
90321,Italy,Linux-based
90322,Finland,Linux-based
90323,United States of America,Windows
90324,United Kingdom,Windows
90325,Denmark,Windows
90326,Belgium,MacOS
90327,New Zealand,Windows
90328,United States of America,Linux-based
90329,Canada,Linux-based
90330,Romania,Windows
90331,France,Linux-based
90332,United States of America,Linux-based
90333,Algeria,Windows
90336,Romania,MacOS
90337,Finland,Windows
90338,Greece,Linux-based
90339,United Kingdom,MacOS
90340,United States of America,Windows
90341,Brazil,Linux-based
90342,United Kingdom,Linux-based
90343,United States of America,MacOS
90344,Ireland,MacOS
90345,United States of America,MacOS
90346,Norway,MacOS
90347,Japan,Windows
90348,Germany,Windows
90349,South Africa,Linux-based
90350,India,MacOS
90351,Denmark,Windows
90352,United Kingdom,Linux-based
90353,United States of America,Windows
90354,Uruguay,Windows
90355,Canada,Windows
90356,United Kingdom,Windows
90357,Canada,MacOS
